analytical_excess_fit,analytical_excess_q0,analytical_total_fit,analytical_total_q0,depth_from_top_m,eta_depth,run,sim_excess,sim_porepress,time_s,z_m
10000.0,9987.267655481213,19711.900000981,19699.167656462214,0.9900000001,1.0,cpu,10000.0,19760.95041752,0.0,0.0049999999
10000.0,9987.267655481213,19711.900000981,19699.167656462214,0.9900000001,1.0,cpu,10000.0,19760.95041752,0.0,0.0049999999
10000.0,9987.267655481213,19711.900000981,19699.167656462214,0.9900000001,1.0,cpu,10000.0,19760.95041752,0.0,0.0049999999
10000.0,9987.267655481213,19711.900000981,19699.167656462214,0.9900000001,1.0,cpu,10000.0,19760.95041752,0.0,0.0049999999
10000.0,9987.267655481213,19711.900000981,19699.167656462214,0.9900000001,1.0,cpu,10000.0,19760.95041752,0.0,0.0049999999
10000.0,9987.267655481213,19711.900000981,19699.167656462214,0.9900000001,1.0,cpu,10000.0,19760.95041752,0.0,0.0049999999
10000.0,9987.267655481213,19711.900000981,19699.167656462214,0.9900000001,1.0,cpu,10000.0,19760.95041752,0.0,0.0049999999
10000.0,9987.267655481213,19711.900000981,19699.167656462214,0.9900000001,1.0,cpu,10000.0,19760.95041752,0.0,0.0049999999
10000.0,9987.267655481213,19711.900000981,19699.167656462214,0.9900000001,1.0,cpu,10000.0,19760.95041752,0.0,0.0049999999
10000.0,9987.267655481213,19711.900000981,19699.167656462214,0.9900000001,1.0,cpu,10000.0,19760.95041752,0.0,0.0049999999
10013.759432122422,10001.00956862062,19627.55943212242,19614.80956862062,0.98,0.989898989799,cpu,10000.0,19662.85041332,0.0,0.015
10013.759432122422,10001.00956862062,19627.55943212242,19614.80956862062,0.98,0.989898989799,cpu,10000.0,19662.85041332,0.0,0.015
10013.759432122422,10001.00956862062,19627.55943212242,19614.80956862062,0.98,0.989898989799,cpu,10000.0,19662.85041332,0.0,0.015
10013.759432122422,10001.00956862062,19627.55943212242,19614.80956862062,0.98,0.989898989799,cpu,10000.0,19662.85041332,0.0,0.015
10013.759432122422,10001.00956862062,19627.55943212242,19614.80956862062,0.98,0.989898989799,cpu,10000.0,19662.85041332,0.0,0.015
10013.759432122422,10001.00956862062,19627.55943212242,19614.80956862062,0.98,0.989898989799,cpu,10000.0,19662.85041332,0.0,0.015
10013.759432122422,10001.00956862062,19627.55943212242,19614.80956862062,0.98,0.989898989799,cpu,10000.0,19662.85041332,0.0,0.015
10013.759432122422,10001.00956862062,19627.55943212242,19614.80956862062,0.98,0.989898989799,cpu,10000.0,19662.85041332,0.0,0.015
10013.759432122422,10001.00956862062,19627.55943212242,19614.80956862062,0.98,0.989898989799,cpu,10000.0,19662.85041332,0.0,0.015
10013.759432122422,10001.00956862062,19627.55943212242,19614.80956862062,0.98,0.989898989799,cpu,10000.0,19662.85041332,0.0,0.015
10025.343229337966,10012.578616946466,19541.043229337964,19528.278616946467,0.97,0.9797979796990103,cpu,10000.0,19564.75040913,0.0,0.025
10025.343229337966,10012.578616946466,19541.043229337964,19528.278616946467,0.97,0.9797979796990103,cpu,10000.0,19564.75040913,0.0,0.025
10025.343229337966,10012.578616946466,19541.043229337964,19528.278616946467,0.97,0.9797979796990103,cpu,10000.0,19564.75040913,0.0,0.025
10025.343229337966,10012.578616946466,19541.043229337964,19528.278616946467,0.97,0.9797979796990103,cpu,10000.0,19564.75040913,0.0,0.025
10025.343229337966,10012.578616946466,19541.043229337964,19528.278616946467,0.97,0.9797979796990103,cpu,10000.0,19564.75040913,0.0,0.025
10025.343229337966,10012.578616946466,19541.043229337964,19528.278616946467,0.97,0.9797979796990103,cpu,10000.0,19564.75040913,0.0,0.025
10025.343229337966,10012.578616946466,19541.043229337964,19528.278616946467,0.97,0.9797979796990103,cpu,10000.0,19564.75040913,0.0,0.025
10025.343229337966,10012.578616946466,19541.043229337964,19528.278616946467,0.97,0.9797979796990103,cpu,10000.0,19564.75040913,0.0,0.025
10025.343229337966,10012.578616946466,19541.043229337964,19528.278616946467,0.97,0.9797979796990103,cpu,10000.0,19564.75040913,0.0,0.025
10025.343229337966,10012.578616946466,19541.043229337964,19528.278616946467,0.97,0.9797979796990103,cpu,10000.0,19564.75040913,0.0,0.025
10009.738394897182,9996.993651118508,19427.338394897182,19414.593651118506,0.96,0.9696969695990205,cpu,10000.0,19466.65040493,0.0,0.035
10009.738394897182,9996.993651118508,19427.338394897182,19414.593651118506,0.96,0.9696969695990205,cpu,10000.0,19466.65040493,0.0,0.035
10009.738394897182,9996.993651118508,19427.338394897182,19414.593651118506,0.96,0.9696969695990205,cpu,10000.0,19466.65040493,0.0,0.035
10009.738394897182,9996.993651118508,19427.338394897182,19414.593651118506,0.96,0.9696969695990205,cpu,10000.0,19466.65040493,0.0,0.035
10009.738394897182,9996.993651118508,19427.338394897182,19414.593651118506,0.96,0.9696969695990205,cpu,10000.0,19466.65040493,0.0,0.035
10009.738394897182,9996.993651118508,19427.338394897182,19414.593651118506,0.96,0.9696969695990205,cpu,10000.0,19466.65040493,0.0,0.035
10009.738394897182,9996.993651118508,19427.338394897182,19414.593651118506,0.96,0.9696969695990205,cpu,10000.0,19466.65040493,0.0,0.035
10009.738394897182,9996.993651118508,19427.338394897182,19414.593651118506,0.96,0.9696969695990205,cpu,10000.0,19466.65040493,0.0,0.035
10009.738394897182,9996.993651118508,19427.338394897182,19414.593651118506,0.96,0.9696969695990205,cpu,10000.0,19466.65040493,0.0,0.035
10009.738394897182,9996.993651118508,19427.338394897182,19414.593651118506,0.96,0.9696969695990205,cpu,10000.0,19466.65040493,0.0,0.035
10000.612601141893,9987.879476638229,19320.11258152189,19307.37945701823,0.949999998,0.9595959574788288,cpu,10000.0,19368.55040073,0.0,0.045000002
10000.612601141893,9987.879476638229,19320.11258152189,19307.37945701823,0.949999998,0.9595959574788288,cpu,10000.0,19368.55040073,0.0,0.045000002
10000.612601141893,9987.879476638229,19320.11258152189,19307.37945701823,0.949999998,0.9595959574788288,cpu,10000.0,19368.55040073,0.0,0.045000002
10000.612601141893,9987.879476638229,19320.11258152189,19307.37945701823,0.949999998,0.9595959574788288,cpu,10000.0,19368.55040073,0.0,0.045000002
10000.612601141893,9987.879476638229,19320.11258152189,19307.37945701823,0.949999998,0.9595959574788288,cpu,10000.0,19368.55040073,0.0,0.045000002
10000.612601141893,9987.879476638229,19320.11258152189,19307.37945701823,0.949999998,0.9595959574788288,cpu,10000.0,19368.55040073,0.0,0.045000002
10000.612601141893,9987.879476638229,19320.11258152189,19307.37945701823,0.949999998,0.9595959574788288,cpu,10000.0,19368.55040073,0.0,0.045000002
10000.612601141893,9987.879476638229,19320.11258152189,19307.37945701823,0.949999998,0.9595959574788288,cpu,10000.0,19368.55040073,0.0,0.045000002
10000.612601141893,9987.879476638229,19320.11258152189,19307.37945701823,0.949999998,0.9595959574788288,cpu,10000.0,19368.55040073,0.0,0.045000002
10000.612601141893,9987.879476638229,19320.11258152189,19307.37945701823,0.949999998,0.9595959574788288,cpu,10000.0,19368.55040073,0.0,0.045000002
10017.69134316407,10004.936473417667,19239.09134316407,19226.336473417665,0.94,0.9494949493990409,cpu,10000.0,19270.45039654,0.0,0.055
10017.69134316407,10004.936473417667,19239.09134316407,19226.336473417665,0.94,0.9494949493990409,cpu,10000.0,19270.45039654,0.0,0.055
10017.69134316407,10004.936473417667,19239.09134316407,19226.336473417665,0.94,0.9494949493990409,cpu,10000.0,19270.45039654,0.0,0.055
10017.69134316407,10004.936473417667,19239.09134316407,19226.336473417665,0.94,0.9494949493990409,cpu,10000.0,19270.45039654,0.0,0.055
10017.69134316407,10004.936473417667,19239.09134316407,19226.336473417665,0.94,0.9494949493990409,cpu,10000.0,19270.45039654,0.0,0.055
10017.69134316407,10004.936473417667,19239.09134316407,19226.336473417665,0.94,0.9494949493990409,cpu,10000.0,19270.45039654,0.0,0.055
10017.69134316407,10004.936473417667,19239.09134316407,19226.336473417665,0.94,0.9494949493990409,cpu,10000.0,19270.45039654,0.0,0.055
10017.69134316407,10004.936473417667,19239.09134316407,19226.336473417665,0.94,0.9494949493990409,cpu,10000.0,19270.45039654,0.0,0.055
10017.69134316407,10004.936473417667,19239.09134316407,19226.336473417665,0.94,0.9494949493990409,cpu,10000.0,19270.45039654,0.0,0.055
10017.69134316407,10004.936473417667,19239.09134316407,19226.336473417665,0.94,0.9494949493990409,cpu,10000.0,19270.45039654,0.0,0.055
10024.130393246794,10011.36732507999,19147.430412866794,19134.66734469999,0.930000002,0.9393939413192531,cpu,10000.0,19172.35039234,0.0,0.064999998
10024.130393246794,10011.36732507999,19147.430412866794,19134.66734469999,0.930000002,0.9393939413192531,cpu,10000.0,19172.35039234,0.0,0.064999998
10024.130393246794,10011.36732507999,19147.430412866794,19134.66734469999,0.930000002,0.9393939413192531,cpu,10000.0,19172.35039234,0.0,0.064999998
10024.130393246794,10011.36732507999,19147.430412866794,19134.66734469999,0.930000002,0.9393939413192531,cpu,10000.0,19172.35039234,0.0,0.064999998
10024.130393246794,10011.36732507999,19147.430412866794,19134.66734469999,0.930000002,0.9393939413192531,cpu,10000.0,19172.35039234,0.0,0.064999998
10024.130393246794,10011.36732507999,19147.430412866794,19134.66734469999,0.930000002,0.9393939413192531,cpu,10000.0,19172.35039234,0.0,0.064999998
10024.130393246794,10011.36732507999,19147.430412866794,19134.66734469999,0.930000002,0.9393939413192531,cpu,10000.0,19172.35039234,0.0,0.064999998
10024.130393246794,10011.36732507999,19147.430412866794,19134.66734469999,0.930000002,0.9393939413192531,cpu,10000.0,19172.35039234,0.0,0.064999998
10024.130393246794,10011.36732507999,19147.430412866794,19134.66734469999,0.930000002,0.9393939413192531,cpu,10000.0,19172.35039234,0.0,0.064999998
10024.130393246794,10011.36732507999,19147.430412866794,19134.66734469999,0.930000002,0.9393939413192531,cpu,10000.0,19172.35039234,0.0,0.064999998
10005.983074251242,9993.24311187619,19031.183044821242,19018.44308244619,0.919999997,0.9292929261687584,cpu,10000.0,19074.25038815,0.0,0.075000003
10005.983074251242,9993.24311187619,19031.183044821242,19018.44308244619,0.919999997,0.9292929261687584,cpu,10000.0,19074.25038815,0.0,0.075000003
10005.983074251242,9993.24311187619,19031.183044821242,19018.44308244619,0.919999997,0.9292929261687584,cpu,10000.0,19074.25038815,0.0,0.075000003
10005.983074251242,9993.24311187619,19031.183044821242,19018.44308244619,0.919999997,0.9292929261687584,cpu,10000.0,19074.25038815,0.0,0.075000003
10005.983074251242,9993.24311187619,19031.183044821242,19018.44308244619,0.919999997,0.9292929261687584,cpu,10000.0,19074.25038815,0.0,0.075000003
10005.983074251242,9993.24311187619,19031.183044821242,19018.44308244619,0.919999997,0.9292929261687584,cpu,10000.0,19074.25038815,0.0,0.075000003
10005.983074251242,9993.24311187619,19031.183044821242,19018.44308244619,0.919999997,0.9292929261687584,cpu,10000.0,19074.25038815,0.0,0.075000003
10005.983074251242,9993.24311187619,19031.183044821242,19018.44308244619,0.919999997,0.9292929261687584,cpu,10000.0,19074.25038815,0.0,0.075000003
10005.983074251242,9993.24311187619,19031.183044821242,19018.44308244619,0.919999997,0.9292929261687584,cpu,10000.0,19074.25038815,0.0,0.075000003
10005.983074251242,9993.24311187619,19031.183044821242,19018.44308244619,0.919999997,0.9292929261687584,cpu,10000.0,19074.25038815,0.0,0.075000003
10002.40121770227,9989.66581587038,18929.50120789227,18916.76580606038,0.909999999,0.9191919180889705,cpu,10000.0,18976.15038395,0.0,0.085000001
