run,time,frame,particles,code,excluded,steps,runtime_s,body_gravity_stop_log,hydraulic_gravity_active_log,PorePress_min,PorePress_max,PorePress_mean,PorePress_maxAbs,ExcessPorePress_min,ExcessPorePress_max,ExcessPorePress_mean,ExcessPorePress_maxAbs,PorePressRate_min,PorePressRate_max,PorePressRate_mean,PorePressRate_maxAbs,DivVel_min,DivVel_max,DivVel_mean,DivVel_maxAbs,LapPorePress_min,LapPorePress_max,LapPorePress_mean,LapPorePress_maxAbs,LapZ_min,LapZ_max,LapZ_mean,LapZ_maxAbs,Vel_mag_max,Vel_mag_mean,PorePressureAccelDiff_mag_maxAbs,settlement_dz_mean,zmin,zmax,top_count,bottom_count,bottom_ref_count,top_excess_maxAbs,bottom_excess_mean,bottom_no_flux_proxy,DivVelContribution_maxAbs,HydraulicContribution_maxAbs,case,TimeMax,TimeOut
T0p05,0.048001,PartCsv_0024,1000,0,0,52437,123.984268,True,True,49.09955115057,9747.684291758,4918.67216369081,9747.684291758,-13.35496072401,30.52592128432,13.631436767938926,30.52592128432,-292326.97,389437.5,-21591.943953400016,389437.5,-0.00012357709,0.00042772485,3.238783622277994e-05,0.00042772485,-725757.06,726811.06,-0.7504291459933156,726811.06,-73.969696,73.970589,7.640813503996924e-05,73.970589,3.551381500000172e-05,2.712300806620746e-05,0.0887652860000011,-4.129667999998821e-06,0.0050006751,0.99499494,20,20,20,1.555352255878e-07,-13.25950112517,0.0022214720130033783,285149.9,457382.45667686226,S1_BGStop_T005,0.05,0.002
T0p05,0.05,PartCsv_0025,1000,0,0,52437,123.984268,True,True,49.09851350561,9676.937094698,4873.266893885138,9676.937094698,-84.08403599729,2.01457254434e-07,-31.77319037822095,84.08403599729,-830640.56,-1152.4874,-28171.656064200004,830640.56,-6.2530977e-05,0.00044420548,4.225927332828997e-05,0.00044420548,-725736.0,723859.88,-0.7357147893911461,725736.0,-73.969604,73.970512,7.680286000879732e-05,73.970512,4.307300700000867e-05,2.6615246660010778e-05,0.10141011000000298,-4.062682000002069e-06,0.0050006667,0.99499506,20,20,20,2.01457254434e-07,-84.00678167168999,0.001012046344015971,296136.9866666667,684894.4675501197,S1_BGStop_T005,0.05,0.002
T0p20,0.0,PartCsv_0000,1000,0,0,209747,490.911163,True,True,49.05000209808,9760.950417519,4905.000209808328,9760.950417519,0.0,0.0,0.0,0.0,-17.464165,17.022942,1.8658615937098981,17.464165,0.0,0.0,0.0,0.0,-725604.19,725604.25,-9.620557655580342e-05,725604.25,-73.965759,73.965759,2.7981087888377944e-06,73.965759,0.0,0.0,0.0,0.0,0.0049999999,0.995,20,20,20,0.0,0.0,0.0,0.0,17.4641660440367,S1_BGStop_T020,0.2,0.01
T0p20,0.010001,PartCsv_0001,1000,0,0,209747,490.911163,True,True,49.23251926712,21866.45704943,12848.478897826906,21866.45704943,-3.323996912741e-05,12108.61863019,7943.364929829473,12108.61863019,54055.992,246777420.0,4120476.156985,246777420.0,-0.059010446,0.0099263536,-0.006180311125609995,0.059010446,-722250.69,3292241.2,4.9308973239643965,3292241.2,-73.971718,73.973877,-9.915957541034004e-05,73.973877,0.007106999900000007,0.0029457636498600288,14.217308000000001,-1.1595215000001587e-05,0.0050007394,0.99498141,20,20,20,3.323996912741e-05,12105.5138858,-0.063792288001423,39340297.333333336,207554498.7142372,S1_BGStop_T020,0.2,0.01
T0p20,0.02,PartCsv_0002,1000,0,0,209747,490.911163,True,True,49.10357494205,8939.36095889,4430.859291954313,8939.36095889,-822.4814618607,1.565922536173e-05,-474.1848519294671,822.4814618607,-37719668.0,-90520.516,-2055329.6196940013,37719668.0,-0.0018735748,0.029746303,0.003083024670126997,0.029746303,-726672.38,674322.88,-0.450040265706135,726672.38,-73.968536,73.972481,7.595526602415248e-05,73.972481,0.0033480814,0.0015632874955250056,0.9340564000000429,-4.478354999999613e-06,0.0050009564,0.99499452,20,20,20,1.565922536173e-05,-821.5800776567997,0.08340161464025186,19830868.66666667,18636589.23479443,S1_BGStop_T020,0.2,0.01
T0p20,0.03,PartCsv_0003,1000,0,0,209747,490.911163,True,True,49.09406944563,9296.394141845,4646.401159562732,9296.394141845,-464.669547399,-1.996100877477e-06,-258.63832129405165,464.669547399,-2427017.0,1081345.2,295302.0373856995,2427017.0,-0.0028135949,0.0010891474,-0.0004429471125200004,0.0028135949,-725789.0,715190.44,-0.6860059000080219,725789.0,-73.968872,73.971153,7.592100025365767e-05,73.971153,0.00048642786000006714,0.00027105407194401044,0.43213627000000027,-4.001350000000046e-06,0.0050007869,0.99499553,20,20,20,2.275060523971e-06,-464.5485569666001,-0.018568217930180708,1875729.9333333336,4302741.056744821,S1_BGStop_T020,0.2,0.01
T0p20,0.040001,PartCsv_0004,1000,0,0,209747,490.911163,True,True,49.1015018446,9864.02583342,4995.391897660711,9864.02583342,-6.512010486404e-08,134.7112801468,90.34957183046512,134.7112801468,-362165.72,2672350.8,8483.43593816603,2672350.8,-0.00045667481,0.00038754771,-1.2728632821430038e-05,0.00045667481,-725752.12,731835.31,-0.7798089704146841,731835.31,-73.969757,73.970894,7.601919839424909e-05,73.970894,3.32928430000076e-05,1.4326975538430605e-05,0.15673254000004763,-4.294397e-06,0.0050007142,0.99499476,20,20,20,6.512010486404e-08,103.08242460515001,0.0020706138300141674,304449.87333333335,2375373.502548422,S1_BGStop_T020,0.2,0.01
T0p20,0.05,PartCsv_0005,1000,0,0,209747,490.911163,True,True,49.09851349833,9676.937108238,4873.266894516767,9676.937108238,-84.08401310556,2.01457254434e-07,-31.773189736567534,84.08401310556,-830640.56,-1152.4874,-28171.62870529998,830640.56,-6.25311e-05,0.00044420411,4.225923847253004e-05,0.00044420411,-725736.0,723859.88,-0.7358326321796048,725736.0,-73.969604,73.970512,7.681000063894317e-05,73.970512,4.3072981000000746e-05,2.661522275741385e-05,0.10141007000000016,-4.062682000002069e-06,0.0050006667,0.99499506,20,20,20,2.01457254434e-07,-84.00676810833,0.0010042026515009184,296136.07333333336,684894.4675501197,S1_BGStop_T020,0.2,0.01
T0p20,0.06,PartCsv_0006,1000,0,0,209747,490.911163,True,True,49.09817382872,9710.729768203,4891.69472324161,9710.729768203,-50.26466878018,-2.088947326229e-08,-13.344598484070202,50.26466878018,-185525.81,19809.246,2427.0155187080013,185525.81,-8.3817795e-05,0.00027264329,-3.6407101503099983e-06,0.00027264329,-725703.5,725426.12,-0.7424158715896774,725703.5,-73.969658,73.970245,7.550449212857301e-05,73.970245,1.828754100001481e-05,7.2193805355314235e-06,0.07853613000000095,-3.986856000000091e-06,0.0050006253,0.99499512,20,20,20,2.469055004894e-08,-50.21451483375,-0.00014275241250771842,181762.19333333336,114871.29009493715,S1_BGStop_T020,0.2,0.01
T0p20,0.070001,PartCsv_0007,1000,0,0,209747,490.911163,True,True,49.09781521903,9716.712600762,4893.225231370499,9716.712600762,-44.27467392799,2.466876480867e-08,-11.81335894959392,44.27467392799,-160380.59,1143.7637,-4024.5808765386037,160380.59,-5.6803357e-05,0.00023576907,6.037308091345012e-06,0.00023576907,-725693.38,725484.88,-0.7430242737684166,725693.38,-73.969688,73.970055,7.61813110821521e-05,73.970055,1.8263861000014362e-05,8.103074347684981e-06,0.06647284300000006,-3.914371999999339e-06,0.0050005927,0.99499512,20,20,20,2.466876480867e-08,-44.23200479648,0.00013932718901088492,157179.38000000003,88658.09720468911,S1_BGStop_T020,0.2,0.01
T0p20,0.08,PartCsv_0008,1000,0,0,209747,490.911163,True,True,49.09743599899,9717.272948348,4891.790893932091,9717.272948348,-43.70645973398,1.56289985398e-08,-13.247005602918456,43.70645973398,-132696.39,1931.8409,-2754.4198396712954,132696.39,-4.8106984e-05,0.00019515428,4.1321135414810144e-06,0.00019515428,-725683.0,725442.88,-0.7429460019286489,725683.0,-73.969688,73.96991,7.624421357064648e-05,73.96991,1.545035800001699e-05,6.6401384701398995e-06,0.058680698000025455,-3.840517000001645e-06,0.0050005652,0.99499518,20,20,20,1.56289985398e-08,-43.67192585872899,0.0001229470874974936,130102.85333333335,78675.14916751428,S1_BGStop_T020,0.2,0.01
T0p20,0.09,PartCsv_0009,1000,0,0,209747,490.911163,True,True,49.09715950152,9720.392437005,4892.258791220207,9720.392437005,-40.58167710563,1.170269570139e-08,-12.778503466927488,40.58167710563,-112080.17,1718.644,-2140.352079312498,112080.17,-4.074187e-05,0.00016484885,3.2101859001250037e-06,0.00016484885,-725675.75,725496.44,-0.7435842519745929,725675.75,-73.969704,73.969788,7.547883801598232e-05,73.969788,1.3459079000002015e-05,5.907604173462007e-06,0.05179250200000187,-3.7819900000014405e-06,0.0050005419,0.99499518,20,20,20,1.170269570139e-08,-40.55266655494451,9.63216670015754e-05,109899.23333333335,61064.68095344887,S1_BGStop_T020,0.2,0.01
T0p20,0.100001,PartCsv_0010,1000,0,0,209747,490.911163,True,True,49.09692037589,9722.425157988,4892.2780579015,9722.425157988,-38.54519864383,1.068870858489e-08,-12.75867949413531,38.54519864383,-97076.375,1399.0662,-1939.1255214161001,97076.375,-3.4612447e-05,0.00014279813,2.9084797617930028e-06,0.00014279813,-725670.19,725511.62,-0.7435319785426836,725670.19,-73.969711,73.969681,7.56032684678729e-05,73.969711,1.2014390000121663e-05,5.520462810343118e-06,0.04642193400001306,-3.721208000001745e-06,0.0050005214,0.99499524,20,20,20,1.068870858489e-08,-38.52014498963699,7.898790751426077e-05,95198.75333333334,51834.781515459435,S1_BGStop_T020,0.2,0.01
T0p20,0.11,PartCsv_0011,1000,0,0,209747,490.911163,True,True,49.09671365299,9724.201616501,4892.316334224622,9724.201616501,-36.76506360555,9.266308609313e-09,-12.719887182552295,36.76506360555,-84977.695,1438.3954,-1699.2679991563982,84977.695,-2.9769348e-05,0.00012509266,2.5493915908199917e-06,0.00012509266,-725665.12,725521.38,-0.7437369074097369,725665.12,-73.969711,73.969604,7.633008020629006e-05,73.969711,1.0793905004258077e-05,5.122336432801525e-06,0.042018715000057064,-3.671396000001995e-06,0.0050005033,0.99499524,20,20,20,9.266308609313e-09,-36.74386257358001,5.804003399134672e-05,83395.10666666667,47896.57152565186,S1_BGStop_T020,0.2,0.01
T0p20,0.12,PartCsv_0012,1000,0,0,209747,490.911163,True,True,49.09653090903,9725.756034388,4892.3663542402455,9725.756034388,-35.20862741126,8.24253021392e-09,-12.66938529604035,35.20862741126,-75531.797,1049.3485,-1522.185298882818,75531.797,-2.5837753e-05,0.00011115651,2.2832676964299996e-06,0.00011115651,-725661.94,725531.88,-0.7438124980978901,725661.94,-73.969704,73.969521,7.581020410401607e-05,73.969704,9.776486900694347e-06,4.795658032628853e-06,0.03839748400003054,-3.6190949999997424e-06,0.0050004874,0.99499524,20,20,20,8.24253021392e-09,-35.1896023199745,6.276835051011176e-05,74104.34000000001,43889.09616037893,S1_BGStop_T020,0.2,0.01
