case,label,kind,scale,relax,limiter,time,part,region,count,porepress_mean,porepress_min,porepress_max,excess_mean,porepressrate_mean,porepressrate_maxabs,divvel_mean,divvel_maxabs,velocity_max,kplastic_max
CaseT4f_AxialGentle_RelaxA02CapR25A50,axial smoke,axial smoke,1.0,0.2,3,0.003016,11,center_core,45,9137.565185488489,7802.617120451,11443.30907719,9137.565185488489,-11583883.044444444,12677567.0,0.01738528928888889,0.019026283,0.0003321181327112288,0.0
CaseT4f_AxialGentle_RelaxA02CapR25A50,axial smoke,axial smoke,1.0,0.2,3,0.003016,11,specimen_no_caps_edge,105,9357.285764224687,7802.617120451,11443.30907719,9357.285764224687,-12934598.133333333,14910718.0,0.01941970642857143,0.022396978,0.00034976422229529255,0.0
CaseT4f_AxialGentle_RelaxA02CapR25A50,axial smoke,axial smoke,1.0,0.2,3,0.003318,12,all,407,7802.985458251607,1540.045784938,16962.83679542,7802.985458251607,3655135.9666584763,13242964.0,-0.005482704772432433,0.019891748,0.0017659538344721613,0.0
CaseT4f_AxialGentle_RelaxA02CapR25A50,axial smoke,axial smoke,1.0,0.2,3,0.003318,12,center_core,45,7596.481653595423,6496.219482513,11058.02120663,7596.481653595423,5020780.2422222225,11376611.0,-0.007519893411111112,0.017095033,0.0011743075709078257,0.0
CaseT4f_AxialGentle_RelaxA02CapR25A50,axial smoke,axial smoke,1.0,0.2,3,0.003318,12,specimen_no_caps_edge,105,6919.885429788001,5327.740772851,11058.02120663,6919.885429788001,-30229.14600000002,11376611.0,7.685347057142853e-05,0.017095033,0.0013044951339849114,0.0
CaseT4f_AxialGentle_RelaxA02CapR25A50,axial smoke,axial smoke,1.0,0.2,3,0.003519,13,all,407,13874.069421308915,6431.451890101,21188.65995854,13874.069421308915,41892653.875921376,78383840.0,-0.0628389849987715,0.11758681,0.005326050315350972,0.0
CaseT4f_AxialGentle_RelaxA02CapR25A50,axial smoke,axial smoke,1.0,0.2,3,0.003519,13,center_core,45,17248.753500494,16527.45963587,18304.68380194,17248.753500494,65655695.02222222,72397992.0,-0.09847573122222222,0.10859732,0.0031654885121638874,0.0
CaseT4f_AxialGentle_RelaxA02CapR25A50,axial smoke,axial smoke,1.0,0.2,3,0.003519,13,specimen_no_caps_edge,105,16347.37617268638,14709.2130773,18304.68380194,16347.37617268638,50047230.4,72397992.0,-0.07506746715238095,0.10859732,0.0038540300293317107,0.0
CaseT4f_AxialGentle_RelaxA02CapR25A50,axial smoke,axial smoke,1.0,0.2,3,0.003821,14,all,407,22693.574064722456,-2775.700992579,58408.78627972,22693.574064722456,2686116.8073710073,176406780.0,-0.004029177527272727,0.26483646,0.014941521510917198,0.0
CaseT4f_AxialGentle_RelaxA02CapR25A50,axial smoke,axial smoke,1.0,0.2,3,0.003821,14,center_core,45,23275.442740837556,15695.89452634,29706.72362612,23275.442740837556,-54252695.93333333,121485460.0,0.08134092824444446,0.18220018,0.007718851340976383,0.0
CaseT4f_AxialGentle_RelaxA02CapR25A50,axial smoke,axial smoke,1.0,0.2,3,0.003821,14,specimen_no_caps_edge,105,20650.32409140619,12688.07264612,29706.72362612,20650.32409140619,-40147726.92380952,121485460.0,0.06025498574761905,0.18220018,0.007857732346450479,0.0
CaseT4f_AxialGentle_RelaxA02CapR25A50,axial smoke,axial smoke,1.0,0.2,3,0.004022,15,all,407,17657.819149157775,-43801.39403634,100807.3086026,17657.819149157775,-18170802.686240785,260377390.0,0.02725619223832924,0.39089766,0.023632185017174297,0.0
CaseT4f_AxialGentle_RelaxA02CapR25A50,axial smoke,axial smoke,1.0,0.2,3,0.004022,15,center_core,45,5500.307727308435,-9179.363449972,14245.94903964,5500.307727308435,-39430058.53333333,106332500.0,0.059249224,0.15968853,0.014299118262511611,0.0
CaseT4f_AxialGentle_RelaxA02CapR25A50,axial smoke,axial smoke,1.0,0.2,3,0.004022,15,specimen_no_caps_edge,105,5410.606597016085,-10138.07564513,28458.46299903,5410.606597016085,-48573412.85047619,108373660.0,0.07302887618095238,0.16295661,0.014299118262511611,0.0
CaseT4f_AxialGentle_RelaxA02CapR25A50,axial smoke,axial smoke,1.0,0.2,3,0.004323,16,all,407,40391.65197175468,-185210.3357033,172091.0032711,40391.65197175468,101361479.7936118,705329980.0,-0.15204231227518428,1.0595195,0.03573164968724467,0.0
CaseT4f_AxialGentle_RelaxA02CapR25A50,axial smoke,axial smoke,1.0,0.2,3,0.004323,16,center_core,45,87627.98454015843,61268.58707468,126966.812566,87627.98454015843,310970652.2222222,507613280.0,-0.46666819133333326,0.76209509,0.02733884400000022,0.0
CaseT4f_AxialGentle_RelaxA02CapR25A50,axial smoke,axial smoke,1.0,0.2,3,0.004323,16,specimen_no_caps_edge,105,52943.78723636383,-7129.239719592,126966.812566,52943.78723636383,180402203.24761903,507613280.0,-0.2703997105047619,0.76209509,0.02733884400000022,0.0
CaseT4f_AxialGentle_RelaxA02CapR25A50,axial smoke,axial smoke,1.0,0.2,3,0.004524,17,all,407,44788.84813605202,-61623.59750751,103742.658773,44788.84813605202,18070225.303439803,724431940.0,-0.02710535502997543,1.0867151,0.043547405123724646,0.0
CaseT4f_AxialGentle_RelaxA02CapR25A50,axial smoke,axial smoke,1.0,0.2,3,0.004524,17,center_core,45,50808.892933355564,17668.20971856,72736.11998285,50808.892933355564,-218957682.7111111,611221250.0,0.3283167899111111,0.91669649,0.035064578000000075,0.0
CaseT4f_AxialGentle_RelaxA02CapR25A50,axial smoke,axial smoke,1.0,0.2,3,0.004524,17,specimen_no_caps_edge,105,51018.91641840428,17668.20971856,72736.11998285,51018.91641840428,-185117380.97142857,611221250.0,0.2776127911809524,0.91669649,0.035064578000000075,0.0
CaseT4f_AxialGentle_RelaxA02CapR25A50,axial smoke,axial smoke,1.0,0.2,3,0.004825,18,all,407,35428.67052135522,-241693.7415037,301018.209429,35428.67052135522,-36370721.57125307,787032450.0,0.05455573876977886,1.1818162,0.05389766570207129,0.0
CaseT4f_AxialGentle_RelaxA02CapR25A50,axial smoke,axial smoke,1.0,0.2,3,0.004825,18,center_core,45,688.6489738347111,-30397.71697769,21719.98177952,688.6489738347111,-20751724.966666665,337093950.0,0.03137383905111111,0.50451851,0.025306139778219633,0.0
CaseT4f_AxialGentle_RelaxA02CapR25A50,axial smoke,axial smoke,1.0,0.2,3,0.004825,18,specimen_no_caps_edge,105,-8619.353654646553,-58192.58634726,32981.84552886,-8619.353654646553,-115245461.86190476,337093950.0,0.17329024971714282,0.50451851,0.03121011535869897,0.0
CaseT4f_AxialGentle_RelaxA02CapR25A50,axial smoke,axial smoke,1.0,0.2,3,0.005026,19,all,407,27186.44815284594,-374668.2786236,465174.4732187,27186.44815284594,-41075551.7002457,1025507500.0,0.06161258480589681,1.5413539,0.058380062962310776,0.0
CaseT4f_AxialGentle_RelaxA02CapR25A50,axial smoke,axial smoke,1.0,0.2,3,0.005026,19,center_core,45,31900.374199751335,-24691.53457301,133339.4750073,31900.374199751335,196157886.97777778,876195070.0,-0.2942744088444444,1.3148735,0.024626291259595142,0.0
CaseT4f_AxialGentle_RelaxA02CapR25A50,axial smoke,axial smoke,1.0,0.2,3,0.005026,19,specimen_no_caps_edge,105,-10960.908343745275,-107337.4792151,133339.4750073,-10960.908343745275,10034023.085714286,876195070.0,-0.014547947761904755,1.3148735,0.030789018324584274,0.0
CaseT4f_AxialGentle_RelaxA02CapR25A50,axial smoke,axial smoke,1.0,0.2,3,0.005327,20,all,407,6267.640681066605,-654029.6240264,634433.0215111,6267.640681066605,-96480279.45454545,1067194700.0,0.14471867563144963,1.6073409,0.06120723127296212,0.0
CaseT4f_AxialGentle_RelaxA02CapR25A50,axial smoke,axial smoke,1.0,0.2,3,0.005327,20,center_core,45,-7883.543833208622,-55107.2131073,80706.61567178,-7883.543833208622,-364846832.0,757187070.0,0.5468589186666667,1.1334412,0.02832979000001405,0.0
CaseT4f_AxialGentle_RelaxA02CapR25A50,axial smoke,axial smoke,1.0,0.2,3,0.005327,20,specimen_no_caps_edge,105,-70370.36429015856,-251196.6204091,80706.61567178,-70370.36429015856,-341897163.0285714,757187070.0,0.513552531447619,1.1334412,0.028480047082678275,0.0
CaseT4f_AxialGentle_RelaxA02CapR25A50,axial smoke,axial smoke,1.0,0.2,3,0.005528,21,all,407,-31866.99822774425,-162313.8156481,93325.72142095,-31866.99822774425,-135030924.83046684,1025180400.0,0.2025462534742015,1.5377909,0.05859926080924163,0.0
CaseT4f_AxialGentle_RelaxA02CapR25A50,axial smoke,axial smoke,1.0,0.2,3,0.005528,21,center_core,45,-99735.60360175846,-162313.8156481,-59746.08428012,-99735.60360175846,-452900618.2222222,1025180400.0,0.6795766508888889,1.5377909,0.01698814900001865,0.0
CaseT4f_AxialGentle_RelaxA02CapR25A50,axial smoke,axial smoke,1.0,0.2,3,0.005528,21,specimen_no_caps_edge,105,-83875.00874382068,-162313.8156481,-29038.56141162,-83875.00874382068,-364501183.8095238,1025180400.0,0.5469188262666668,1.5377909,0.0205300524359072,0.0
CaseT4f_AxialGentle_RelaxA02CapR25A50,axial smoke,axial smoke,1.0,0.2,3,0.005829,22,all,407,-57497.39529856047,-375159.4995685,139700.716607,-57497.39529856047,-65490313.99017199,716065980.0,0.09823443028746931,1.0771509,0.04889861820279408,0.0
CaseT4f_AxialGentle_RelaxA02CapR25A50,axial smoke,axial smoke,1.0,0.2,3,0.005829,22,center_core,45,-86685.791151302,-118801.6308929,-72181.42957032,-86685.791151302,249278737.8,660810180.0,-0.37340548002222207,0.9898141,0.015183142201380019,0.0
CaseT4f_AxialGentle_RelaxA02CapR25A50,axial smoke,axial smoke,1.0,0.2,3,0.005829,22,specimen_no_caps_edge,105,-93392.74802095539,-186895.5642054,5523.488237745,-93392.74802095539,100474893.17142858,660810180.0,-0.15014566810476193,0.9898141,0.021834337654006913,0.0
CaseT4f_AxialGentle_RelaxA02CapR25A50,axial smoke,axial smoke,1.0,0.2,3,0.006029,23,all,407,-66360.39152402506,-496547.3169747,205932.4840082,-66360.39152402506,-39008641.9943489,924299900.0,0.05851139011277642,1.3867532,0.0384665166521951,0.0
CaseT4f_AxialGentle_RelaxA02CapR25A50,axial smoke,axial smoke,1.0,0.2,3,0.006029,23,center_core,45,-17810.15713250304,-100335.6731172,72851.08163364,-17810.15713250304,329506493.24444443,924299900.0,-0.4943182971555556,1.3867532,0.015866462893731493,0.0
CaseT4f_AxialGentle_RelaxA02CapR25A50,axial smoke,axial smoke,1.0,0.2,3,0.006029,23,specimen_no_caps_edge,105,-65784.34330233016,-222201.9334711,99843.39039097,-65784.34330233016,119290719.48571429,924299900.0,-0.1784707618285714,1.3867532,0.023965476295997535,0.0
